state_code,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,first_funding_year,last_funding_year
MA,2006-06-08,2008-09-16,3.6877,5.9644,2.5205,4.4767,2,13500000,0,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.5,1,1,2006,2008
MA,2007-05-08,2008-02-14,7.3534,8.126,11.0329,11.0575,2,24500000,2,0,0,1,0,0,security,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.5,1,1,2007,2008
CA,2005-08-08,2005-08-08,3.6027,3.6027,3.0027,3.0027,1,10000000,1,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,0,2005,2005
UT,2005-01-06,2005-01-06,-1.9863,-1.9863,2.5205,4.4767,1,8500000,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,0,2005,2005
TX,2008-05-29,2008-05-29,16.4192,16.4192,2.5205,4.4767,1,6000000,0,0,0,0,1,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,0,0,2008,2008
CA,2009-11-01,2009-11-01,1.337,1.337,1.3479,1.3479,1,2000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1,2009,2009
TX,2011-07-12,2012-05-08,1.1123,1.937,0.0,1.1123,2,4100000,2,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.5,1,1,2011,2012
CA,2005-01-01,2005-01-01,0.3699,0.3699,1.9507,8.3178,1,6200000,4,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,1,2005,2005
CA,2007-02-01,2008-07-28,4.0877,5.5753,4.0027,4.0027,2,12250000,1,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1,1,2007,2008
CA,2006-09-04,2008-05-08,3.3945,5.0712,5.7233,8.7342,2,11725600,2,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,1,2006,2008
MA,2005-04-25,2006-10-30,4.3151,5.8301,2.5205,4.4767,2,16000000,0,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,0,2005,2006
WA,2009-01-31,2010-12-28,2.4767,4.3836,3.3945,4.9863,3,5056559,2,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1.6667,1,1,2009,2010
CA,2005-06-01,2005-06-01,0.4137,0.4137,6.8329,8.874,1,100000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,1,2005,2005
CA,2004-01-01,2008-08-18,2.3342,6.9671,4.0027,8.3014,3,68200000,3,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4.0,1,1,2004,2008
CA,2005-02-01,2010-04-21,4.0877,9.3068,6.0027,6.0027,3,33000000,1,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3.6667,1,1,2005,2010
NC,2010-10-15,2012-04-20,1.7863,3.3014,2.0822,2.3288,3,3352194,2,0,0,0,0,1,analytics,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,9.5,0,0,2010,2012
NY,2011-07-28,2012-01-26,1.4082,1.9068,-0.1616,1.8384,2,2212000,2,0,1,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3.0,1,1,2011,2012
CA,2009-11-24,2011-04-15,5.9014,7.2904,2.5205,4.4767,4,19800000,0,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5.0,1,1,2009,2011
CA,2010-12-01,2011-03-09,0.8301,1.0986,1.1014,1.1616,2,4500000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,1,0,2010,2011
MA,2008-01-01,2008-01-02,4.0027,4.0055,4.0027,4.0027,2,14000000,1,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.5,1,1,2008,2008
FL,2011-12-01,2011-12-01,0.0548,0.0548,0.0685,0.4,1,100000,2,0,0,0,0,1,social,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,2011,2011
CA,2006-05-10,2007-06-05,2.3562,3.4274,3.0027,5.3425,2,9900000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,1,2006,2007
CA,2008-01-01,2013-01-22,0.0,5.063,5.0055,5.7945,3,7600000,2,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5.0,1,1,2008,2013
CA,2008-07-01,2008-07-01,0.0,0.0,0.737,0.737,1,50000,1,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0,0,2008,2008
CA,2007-01-01,2007-01-01,-0.0849,-0.0849,2.5205,4.4767,1,650000,0,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,2007,2007
CA,2008-12-01,2010-09-23,0.9178,2.7288,2.4164,2.7288,3,10500000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,1,0,2008,2010
CA,2012-06-21,2012-06-21,0.4712,0.4712,0.0,0.9178,1,500000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,1,2012,2012
CA,2004-12-07,2007-01-16,1.9342,4.0438,2.0027,10.189,2,24300000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,1,2004,2007
CA,2006-06-27,2006-11-14,7.4904,7.874,7.0055,7.0055,2,18000000,1,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4.0,1,0,2006,2006
CA,2007-12-26,2010-11-15,0.6548,3.5452,3.8438,6.5589,3,26000000,5,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,3.6667,1,1,2007,2010
CA,2007-04-01,2010-01-13,2.2466,5.0356,2.5205,4.4767,2,9500000,0,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3.0,1,0,2007,2010
MD,2007-04-24,2007-04-24,7.3151,7.3151,5.0055,5.0055,1,16980999,1,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1,1,2007,2007
CA,2005-01-01,2005-01-01,1.0027,1.0027,1.1644,3.5699,1,5000000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,0,0,2005,2005
WA,2008-12-01,2008-12-01,1.6712,1.6712,2.5205,4.4767,1,350000,0,0,0,0,0,1,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,0,2008,2008
MA,2007-03-29,2010-12-21,1.2384,4.9726,1.0,1.0,5,13130000,1,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,0,2007,2010
WA,2010-10-28,2010-10-28,2.8247,2.8247,0.0,2.8219,1,20000000,2,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,2010,2010
MA,2006-12-01,2009-09-16,0.5014,3.2959,2.0685,6.9973,3,26500000,4,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,1,1,2006,2009
MA,2005-09-12,2006-02-07,3.6986,4.1041,2.5205,4.4767,2,15000000,0,0,0,1,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0,1,1,2005,2006
MD,2006-04-21,2006-04-21,4.3041,4.3041,2.5205,4.4767,1,2600000,0,0,0,0,0,1,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,0,2006,2006
CA,2006-05-25,2010-01-11,2.3973,6.0329,2.5205,4.4767,4,21470000,0,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,0,2006,2010
TX,2010-05-01,2010-05-01,0.0,0.0,0.274,0.863,1,20000,2,0,0,0,1,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,2010,2010
CA,2006-12-01,2007-08-01,1.9151,2.5808,2.0,6.9178,2,3600000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0,0,2006,2007
NY,2006-03-01,2012-07-30,0.8329,7.2521,8.0055,8.4,7,27300000,4,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,2.0,1,1,2006,2012
CA,2012-08-02,2012-08-02,0.5863,0.5863,1.0493,1.0493,1,2600000,1,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.0,0,1,2012,2012
CA,2010-10-21,2010-10-21,0.8027,0.8027,0.0,1.411,1,5000000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,0,2010,2010
CA,2008-10-03,2010-03-22,4.7589,6.2247,3.6685,6.2247,2,17000000,2,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.5,1,1,2008,2010
ME,2012-05-14,2012-05-14,4.3699,4.3699,2.5205,4.4767,1,662000,0,0,0,0,0,1,manufacturing,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.0,0,0,2012,2012
NY,2010-01-01,2011-01-10,0.0,1.0247,2.0055,2.7315,2,3750000,2,0,1,0,0,0,hospitality,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4.0,1,1,2010,2011
CA,2005-10-01,2011-07-12,0.9726,6.7534,5.2466,9.1534,4,45000000,8,1,0,0,0,0,news,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,4.6667,1,1,2005,2011
NY,2011-09-19,2013-09-10,3.8849,5.863,2.8356,6.1123,2,6700000,4,0,1,0,0,0,music,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8.0,1,1,2011,2013
CA,2006-03-06,2009-11-17,0.1753,3.8795,2.0,4.474,3,20750000,2,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.3333,1,1,2006,2009
CA,2007-03-01,2013-07-02,1.1616,7.5041,2.5205,4.4767,4,19000000,0,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2.0,1,1,2007,2013
CA,2006-05-01,2007-06-01,-0.4192,0.6658,2.5205,4.4767,3,22500000,0,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,4.0,1,1,2006,2007
CA,2005-11-01,2008-06-05,0.5041,3.0986,2.2384,3.7562,3,7300000,3,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2.0,1,1,2005,2008
WA,2005-12-01,2012-12-27,0.7479,7.8247,4.3151,5.9041,7,26390819,3,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.3333,1,0,2005,2012
WA,2009-04-30,2009-04-30,4.4959,4.4959,2.5205,4.4767,1,10000000,0,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,1,1,2009,2009
NY,2010-10-02,2010-10-02,0.0849,0.0849,0.0,0.0,1,31000,1,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,2010,2010
CA,2007-07-01,2008-06-23,1.7479,2.7288,1.7479,6.1452,3,21500000,4,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.3333,1,1,2007,2008
CO,2006-11-07,2006-11-07,4.8521,4.8521,6.5863,6.5863,1,4000000,1,0,0,0,0,1,security,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1,1,2006,2006
CA,2007-01-01,2010-03-15,0.5041,3.7068,2.9863,4.0219,3,9400000,4,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4.0,1,1,2007,2010
NY,2007-05-01,2009-06-01,0.0411,2.1288,1.7562,4.874,3,5600000,4,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,1,2007,2009
CA,2008-08-01,2009-08-17,2.0027,3.0466,3.5836,5.4767,2,6000000,2,1,0,0,0,0,finance,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,1,2008,2009
GA,2002-12-20,2010-12-15,2.137,10.1288,10.4164,12.1863,4,60704370,3,0,0,0,0,1,transportation,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2.0,1,1,2002,2010
CA,2010-01-01,2012-04-26,0.7534,3.0712,3.9178,4.5041,3,2000000,2,1,0,0,0,0,sports,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.6667,1,1,2010,2012
CA,2009-04-16,2009-07-16,0.4548,0.7041,0.5808,1.737,2,1000000,3,1,0,0,0,0,finance,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5.5,1,1,2009,2009
PA,2008-12-01,2009-03-13,1.126,1.4055,0.7918,1.3973,2,200000,2,0,0,0,0,1,games_video,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.0,1,0,2008,2009
CA,2008-11-12,2008-11-12,1.8658,1.8658,0.0,1.863,1,2300000,2,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,0,2008,2008
CA,2008-03-20,2008-03-20,2.2164,2.2164,0.7479,3.4164,1,1000000,4,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,0,2008,2008
CA,2004-09-01,2009-08-01,0.8356,5.7534,4.9781,7.0301,5,24750000,3,1,0,0,0,0,music,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2.4,1,1,2004,2009
IL,2007-12-03,2011-10-05,2.5534,6.3945,6.6356,6.6356,2,12800000,1,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,0,2007,2011
CA,2005-03-28,2007-07-29,4.2384,6.5753,7.0027,7.0027,2,30500000,1,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.5,1,1,2005,2007
CA,2008-07-25,2011-07-13,5.5671,8.5342,5.6055,7.8384,3,36300000,2,1,0,0,0,0,automotive,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1.5,1,0,2008,2011
CA,2010-03-04,2011-01-31,2.1726,3.0849,3.0877,4.7753,3,6693782,3,1,0,0,0,0,real_estate,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.6667,1,1,2010,2011
CA,2007-06-05,2007-06-05,11.4329,11.4329,2.5205,4.4767,1,20000000,0,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,1,0,2007,2007
CA,2008-06-23,2008-06-23,3.4767,3.4767,3.6849,5.6274,1,11370000,3,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,1,2008,2008
CA,2007-01-01,2009-01-19,0.5863,2.6384,3.5425,6.0712,3,16500000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.3333,1,1,2007,2009
CA,2008-09-01,2008-09-01,0.0,0.0,3.411,3.411,1,250000,1,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,0,0,2008,2008
NY,2007-02-01,2009-12-08,0.5041,3.3562,3.4219,7.2274,5,14400000,5,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5.8,1,1,2007,2009
NY,2007-09-01,2011-08-15,0.0,3.9562,4.7616,5.1507,5,90000000,3,0,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,3.8,1,1,2007,2011
CA,2006-02-20,2012-04-09,1.0164,7.1534,5.6959,8.1781,4,13075000,2,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4.0,1,1,2006,2012
CA,2006-12-01,2007-01-01,-0.4986,-0.4137,-0.4986,5.7699,2,26000000,4,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2.5,1,1,2006,2007
MA,2011-02-28,2011-09-09,3.1616,3.6904,3.0027,4.5041,2,16300000,2,0,0,1,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0,1,1,2011,2011
TX,2007-06-14,2010-03-23,4.4521,7.2274,7.0055,7.0055,2,5992316,1,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2.0,0,1,2007,2010
CA,2010-01-21,2012-01-04,3.0575,5.011,2.5205,4.4767,4,89400001,0,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,4.3333,1,1,2010,2012
CA,2006-02-27,2006-02-27,0.8027,0.8027,5.3151,5.3151,1,1200000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,2006,2006
NY,2010-03-09,2010-05-19,1.1836,1.3781,1.3288,3.1096,2,1900000,2,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.5,1,0,2010,2010
CA,2008-05-07,2011-05-26,9.3534,12.4055,7.0055,11.3836,3,30300000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4.5,1,0,2008,2011
NY,2008-08-29,2008-08-29,2.0027,2.0027,2.5205,4.4767,1,500000,0,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0,0,2008,2008
CA,2006-08-01,2013-07-18,0.0,6.9671,6.4247,7.3562,5,74000000,2,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1.75,1,1,2006,2013
TX,2007-02-12,2007-02-12,7.1205,7.1205,2.5205,4.4767,1,18800000,0,0,0,0,1,0,semiconductor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7.0,1,1,2007,2007
MI,2009-05-01,2009-05-01,0.3288,0.3288,-0.4192,-0.4192,1,20000,1,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,2009,2009
VA,2009-03-01,2011-03-07,0.1616,2.1781,1.5096,2.1781,4,3350000,2,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1.5,0,1,2009,2011
NJ,2010-01-07,2010-01-07,5.0192,5.0192,2.5205,4.4767,1,26100000,0,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.0,1,1,2010,2010
PA,2010-05-31,2011-07-08,1.411,2.5151,2.5205,4.4767,2,1213066,0,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,2010,2011
CA,2008-11-04,2012-03-21,0.8438,4.2219,0.7616,4.9288,3,24030000,3,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3.6667,1,1,2008,2012
CA,2007-04-01,2010-03-04,0.4986,3.4247,1.9863,5.9616,3,13100000,5,1,0,0,0,0,travel,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1.6667,1,1,2007,2010
NY,2008-05-01,2010-01-06,0.0822,1.7671,0.3014,5.0082,3,560001,5,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3.5,1,1,2008,2010
MN,2011-11-07,2011-11-07,2.8493,2.8493,2.9068,4.1918,1,3500000,3,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1,2011,2011
MA,2005-03-01,2012-07-02,0.1616,7.5041,7.0521,8.6192,7,121500000,3,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,4.5,1,1,2005,2012
CA,2005-12-22,2008-11-04,0.9726,3.8438,2.0,2.0,4,42500000,1,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,2.5,1,1,2005,2008
NC,2005-06-08,2006-06-01,5.4384,6.4192,6.0055,6.0055,2,36000000,1,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.5,1,1,2005,2006
CA,2008-03-06,2008-03-06,2.5973,2.5973,2.9178,5.4822,1,12170000,2,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.0,1,0,2008,2008
NY,2007-10-02,2007-10-02,5.7534,5.7534,8.0055,9.8356,1,1000000,2,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,1,2007,2007
CA,2011-11-01,2012-06-07,3.337,3.937,-2.4986,4.7205,3,1820000,4,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,1,2011,2012
WA,2008-05-06,2013-02-27,4.6,9.4164,5.2575,9.7753,4,5700000000,2,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,1,1,2008,2013
TX,2007-12-20,2007-12-20,6.9699,6.9699,0.0849,11.9699,1,5000000,2,0,0,0,1,0,security,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5.0,1,1,2007,2007
NY,2010-11-03,2011-05-29,0.8384,1.4055,1.6356,1.6356,2,18800000,1,0,1,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,1,2010,2011
CA,2005-05-06,2006-05-09,2.3452,3.3534,2.5205,4.4767,2,72300000,0,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4.5,1,1,2005,2006
CA,2009-01-15,2012-04-27,-0.1369999999999999,3.1452,-2.0932,4.4082,3,1310000,4,1,0,0,0,0,social,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,1,2009,2012
MA,2005-06-01,2007-10-10,2.4164,4.7753,4.0027,4.0027,2,15000000,1,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,0,2005,2007
NY,2006-06-01,2008-11-25,2.2521,4.7397,5.3370000000000015,7.274,3,39007789,5,0,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3.0,1,1,2006,2008
MA,2006-01-25,2006-01-25,2.0685,2.0685,-1.9151,-1.9151,1,25000000,1,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0,1,1,2006,2006
MA,2009-05-01,2011-02-04,0.3288,2.0932,1.3288,2.7534,3,172500,2,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,1,2009,2011
NY,2010-11-10,2011-04-22,1.6658,2.1123,2.3041,3.5507,2,6100000,2,0,1,0,0,0,social,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.0,1,1,2010,2011
CA,2006-03-21,2011-12-05,2.2192,7.9315,1.6685,9.0904,3,40300000,5,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,4.0,1,1,2006,2011
CA,2011-05-20,2011-05-20,0.3616,0.3616,0.3753,0.5425,1,100000,3,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0,0,2011,2011
WA,2008-01-01,2013-02-25,0.3342,5.4904,2.7507,5.589,5,19389998,2,0,0,0,0,1,education,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1.5,1,1,2008,2013
CA,2002-06-25,2004-10-25,2.4822,4.8192,5.5863,11.9452,2,61500000,3,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4.0,1,1,2002,2004
CA,2010-06-10,2010-06-10,3.4411,3.4411,4.0027,5.7178,1,6000000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1,2010,2010
MA,2003-12-31,2009-01-01,-0.0027,5.0055,4.9507,7.3726,4,19100000,6,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2.5,1,1,2003,2009
NY,2009-01-06,2010-11-06,0.2219,2.0548,0.0411,3.9178,4,3499997,3,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1.5,1,1,2009,2010
CA,2007-06-01,2008-01-14,1.2521,1.874,4.7178,5.0959,3,2600000,2,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3.6667,1,1,2007,2008
CA,2009-07-01,2011-02-03,-0.4466,1.1479,3.0603,3.7479,3,2023000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.3333,1,1,2009,2011
CA,2007-02-08,2007-02-08,5.1068,5.1068,2.5205,4.4767,1,25000000,0,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4.0,1,1,2007,2007
CA,2009-11-19,2012-10-03,0.7205,3.5945,2.8384,4.0192,4,66000000,4,1,0,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.3333,1,1,2009,2012
NY,2011-02-01,2011-02-11,1.4192,1.4466,1.663,1.663,2,1000000,1,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.5,0,1,2011,2011
CA,2011-05-01,2012-01-24,1.3288,2.063,3.2493,3.7836,2,13000000,2,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,1,2011,2012
MA,2005-09-09,2012-01-10,7.6932,14.0329,12.5041,14.0329,3,24150000,2,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2.3333,1,0,2005,2012
CA,2009-11-02,2012-03-20,5.8411,8.2219,2.5205,4.4767,3,47218498,0,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3.3333,1,0,2009,2012
MA,2005-08-12,2006-05-17,3.6137,4.3753,0.0,7.9178,2,11800000,2,0,0,1,0,0,search,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4.5,1,1,2005,2006
NV,2010-04-07,2010-11-05,1.5973,2.1781,0.0822,0.0822,2,2387481,1,0,0,0,0,1,analytics,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,1,0,2010,2010
